study,subject,problem,risky_choice,dom,cert,ev_risky,ev_safe,ev_diff,cv_risky,cv_safe,cv_diff,first_author,out_risky_1,out_risky_2,prob_risky_1,prob_risky_2,out_safe_1,out_safe_2,prob_safe_1,prob_safe_2
GHHF16_8,40108,000000090689040000003509351007,1,Gain,FALSE,4.1000000000000005,3.612,0.48800000000000043,3.7463414634146326,0.04613953488372084,3.7002019285309116,glo,8.9,0.9,0.4,0.6,5.1,3.5,0.07,0.93
GHHF16_8,40108,00000029012720880000006306167039,1,Gain,FALSE,6.684,6.4559999999999995,0.22800000000000065,0.2921220825852787,0.005895910780671121,0.2862261718046076,glo,7.2,2.9,0.88,0.12,6.7,6.3,0.39,0.61
GHHF16_8,40108,02017100830000004907375027000000,0,Loss,FALSE,-8.334,-5.602,-2.7319999999999993,1.6260191984641243,0.2378429132452694,1.3881762852188548,glo,-10,-0.2,0.83,0.17,-7.5,-4.9,0.27,0.73
GHHF16_8,40108,51029940710000006202377077000000,0,Loss,FALSE,-8.152999999999999,-7.355,-0.7979999999999983,0.4669558444744301,0.05417743031951119,0.41277841415491895,glo,-9.4,-5.1,0.71,0.29,-7.7,-6.2,0.77,0.23
GHHF16_8,40108,08056830440000005803973061000000,1,Loss,FALSE,-4.1000000000000005,-6.715,2.6149999999999993,3.3804878048780482,0.07971332836932221,3.300774476508726,glo,-8.3,-0.8,0.44,0.56,-7.3,-5.8,0.61,0.39
GHHF16_8,40108,34022970780000006604992051000000,1,Loss,FALSE,-8.314,-7.925999999999999,-0.3880000000000008,0.8191970170796236,0.21313701741105215,0.6060599996685714,glo,-9.7,-3.4,0.78,0.22,-9.2,-6.6,0.51,0.49
GHHF16_8,40108,4208100000016019605300000027047,1,Mixed,FALSE,-1.9110000000000003,-3.0980000000000008,1.1870000000000005,9.866237048665619,1.6711413815364737,8.195095667129145,glo,2.7,-6,0.47,0.53,1.6,-4.2,0.19,0.81
GHHF16_8,40108,25024000000360762804800000067052,0,Mixed,FALSE,2.1400000000000006,2.136,0.004000000000000448,10.526355140186913,3.1774831460674156,7.348871994119498,glo,6.7,-2.8,0.52,0.48,3.6,-2.5,0.76,0.24
GHHF16_8,40108,28085000000830159704300000059057,0,Mixed,FALSE,-0.8079999999999994,-1.1349999999999998,0.3270000000000004,73.82120792079213,13.840770925110137,59.980436995682,glo,5.9,-9.7,0.57,0.43,8.3,-2.8,0.15,0.85
GHHF16_8,40108,2003000000310975403600000099064,0,Mixed,FALSE,4.392,2.947,1.4450000000000003,12.280131147540983,0.2568344078724131,12.02329673966857,glo,9.9,-5.4,0.64,0.36,3.1,-2,0.97,0.03
GHHF16_8,40108,37070000000803703900000019061,1,Mixed,FALSE,-1.571,-2.3499999999999996,0.7789999999999997,11.994945257797582,1.8095744680851076,10.185370789712474,glo,1.9,-7,0.61,0.39,0.8,-3.7,0.3,0.7
GHHF16_8,40108,61073000000250278203400000003066,1,Mixed,FALSE,-2.59,-3.7779999999999996,1.1879999999999997,6.259806949806951,3.8585272631021708,2.40127968670478,glo,0.3,-8.2,0.66,0.34,2.5,-6.1,0.27,0.73
GHHF16_8,40108,07033000000750672302600000077074,0,Mixed,FALSE,5.1000000000000005,4.7940000000000005,0.30600000000000005,3.7725490196078417,3.101118898623279,0.6714301209845628,glo,7.7,-2.3,0.74,0.26,7.5,-0.7,0.67,0.33
GHHF16_8,40119,0000001005805000000100756025,1,Gain,FALSE,9,9,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,glo,6,10,0.25,0.75,8,10,0.5,0.5
GHHF16_8,40119,0000000506480400000010534505,1,Gain,FALSE,2.2199999999999998,2.225,-0.0050000000000003375,1.9989189189189194,0.6744382022471911,1.3244807166717283,glo,4.8,0.5,0.4,0.6,3.45,1,0.5,0.5
GHHF16_8,40119,00000000022509800000016091001,1,Gain,FALSE,2.4400000000000004,2.45,-0.009999999999999787,2.602622950819671,0.049999999999999475,2.552622950819672,glo,10,1.6,0.1,0.9,2.5,0,0.98,0.02
GHHF16_8,40119,000000020810020000002309935001,0,Gain,FALSE,2.16,2.312,-0.1519999999999997,7.114074074074073,0.006166089965397753,7.1079079841086745,glo,10,0.2,0.2,0.8,3.5,2.3,0.01,0.99
GHHF16_8,40119,000000020877020000003208402,0,Gain,FALSE,1.7000000000000002,3.3600000000000003,-1.6600000000000001,5.294117647058824,0.030476190476190816,5.263641456582634,glo,7.7,0.2,0.2,0.8,4,3.2,0.2,0.8
GHHF16_8,40119,000000020677040000003206404,0,Gain,FALSE,3.2,3.52,-0.31999999999999984,4.218750000000001,0.043636363636363876,4.175113636363637,glo,7.7,0.2,0.4,0.6,4,3.2,0.4,0.6
GHHF16_8,40119,000000020277080000003202408,1,Gain,FALSE,6.2,3.8400000000000003,2.36,1.4516129032258076,0.02666666666666604,1.4249462365591417,glo,7.7,0.2,0.8,0.2,4,3.2,0.8,0.2
GHHF16_8,40119,000000090689040000003509351007,1,Gain,FALSE,4.1000000000000005,3.612,0.48800000000000043,3.7463414634146326,0.04613953488372084,3.7002019285309116,glo,8.9,0.9,0.4,0.6,5.1,3.5,0.07,0.93
GHHF16_8,40119,00000029012720880000006306167039,0,Gain,FALSE,6.684,6.4559999999999995,0.22800000000000065,0.2921220825852787,0.005895910780671121,0.2862261718046076,glo,7.2,2.9,0.88,0.12,6.7,6.3,0.39,0.61
GHHF16_8,40119,02017100830000004907375027000000,0,Loss,FALSE,-8.334,-5.602,-2.7319999999999993,1.6260191984641243,0.2378429132452694,1.3881762852188548,glo,-10,-0.2,0.83,0.17,-7.5,-4.9,0.27,0.73
GHHF16_8,40119,51029940710000006202377077000000,0,Loss,FALSE,-8.152999999999999,-7.355,-0.7979999999999983,0.4669558444744301,0.05417743031951119,0.41277841415491895,glo,-9.4,-5.1,0.71,0.29,-7.7,-6.2,0.77,0.23
GHHF16_8,40119,08056830440000005803973061000000,1,Loss,FALSE,-4.1000000000000005,-6.715,2.6149999999999993,3.3804878048780482,0.07971332836932221,3.300774476508726,glo,-8.3,-0.8,0.44,0.56,-7.3,-5.8,0.61,0.39
GHHF16_8,40119,34022970780000006604992051000000,1,Loss,FALSE,-8.314,-7.925999999999999,-0.3880000000000008,0.8191970170796236,0.21313701741105215,0.6060599996685714,glo,-9.7,-3.4,0.78,0.22,-9.2,-6.6,0.51,0.49
GHHF16_8,40119,4208100000016019605300000027047,1,Mixed,FALSE,-1.9110000000000003,-3.0980000000000008,1.1870000000000005,9.866237048665619,1.6711413815364737,8.195095667129145,glo,2.7,-6,0.47,0.53,1.6,-4.2,0.19,0.81
GHHF16_8,40119,25024000000360762804800000067052,1,Mixed,FALSE,2.1400000000000006,2.136,0.004000000000000448,10.526355140186913,3.1774831460674156,7.348871994119498,glo,6.7,-2.8,0.52,0.48,3.6,-2.5,0.76,0.24
GHHF16_8,40119,28085000000830159704300000059057,0,Mixed,FALSE,-0.8079999999999994,-1.1349999999999998,0.3270000000000004,73.82120792079213,13.840770925110137,59.980436995682,glo,5.9,-9.7,0.57,0.43,8.3,-2.8,0.15,0.85
GHHF16_8,40119,2003000000310975403600000099064,1,Mixed,FALSE,4.392,2.947,1.4450000000000003,12.280131147540983,0.2568344078724131,12.02329673966857,glo,9.9,-5.4,0.64,0.36,3.1,-2,0.97,0.03
GHHF16_8,40119,37070000000803703900000019061,1,Mixed,FALSE,-1.571,-2.3499999999999996,0.7789999999999997,11.994945257797582,1.8095744680851076,10.185370789712474,glo,1.9,-7,0.61,0.39,0.8,-3.7,0.3,0.7
GHHF16_8,40119,61073000000250278203400000003066,1,Mixed,FALSE,-2.59,-3.7779999999999996,1.1879999999999997,6.259806949806951,3.8585272631021708,2.40127968670478,glo,0.3,-8.2,0.66,0.34,2.5,-6.1,0.27,0.73
GHHF16_8,40119,07033000000750672302600000077074,0,Mixed,FALSE,5.1000000000000005,4.7940000000000005,0.30600000000000005,3.7725490196078417,3.101118898623279,0.6714301209845628,glo,7.7,-2.3,0.74,0.26,7.5,-0.7,0.67,0.33
GHHF16_8,40125,0000001005805000000100756025,0,Gain,FALSE,9,9,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,glo,6,10,0.25,0.75,8,10,0.5,0.5
GHHF16_8,40125,0000000506480400000010534505,1,Gain,FALSE,2.2199999999999998,2.225,-0.0050000000000003375,1.9989189189189194,0.6744382022471911,1.3244807166717283,glo,4.8,0.5,0.4,0.6,3.45,1,0.5,0.5
GHHF16_8,40125,00000000022509800000016091001,1,Gain,FALSE,2.4400000000000004,2.45,-0.009999999999999787,2.602622950819671,0.049999999999999475,2.552622950819672,glo,10,1.6,0.1,0.9,2.5,0,0.98,0.02
GHHF16_8,40125,000000020810020000002309935001,0,Gain,FALSE,2.16,2.312,-0.1519999999999997,7.114074074074073,0.006166089965397753,7.1079079841086745,glo,10,0.2,0.2,0.8,3.5,2.3,0.01,0.99
GHHF16_8,40125,000000020877020000003208402,0,Gain,FALSE,1.7000000000000002,3.3600000000000003,-1.6600000000000001,5.294117647058824,0.030476190476190816,5.263641456582634,glo,7.7,0.2,0.2,0.8,4,3.2,0.2,0.8
GHHF16_8,40125,000000020677040000003206404,0,Gain,FALSE,3.2,3.52,-0.31999999999999984,4.218750000000001,0.043636363636363876,4.175113636363637,glo,7.7,0.2,0.4,0.6,4,3.2,0.4,0.6
GHHF16_8,40125,000000020277080000003202408,1,Gain,FALSE,6.2,3.8400000000000003,2.36,1.4516129032258076,0.02666666666666604,1.4249462365591417,glo,7.7,0.2,0.8,0.2,4,3.2,0.8,0.2
GHHF16_8,40125,000000090689040000003509351007,0,Gain,FALSE,4.1000000000000005,3.612,0.48800000000000043,3.7463414634146326,0.04613953488372084,3.7002019285309116,glo,8.9,0.9,0.4,0.6,5.1,3.5,0.07,0.93
GHHF16_8,40125,00000029012720880000006306167039,0,Gain,FALSE,6.684,6.4559999999999995,0.22800000000000065,0.2921220825852787,0.005895910780671121,0.2862261718046076,glo,7.2,2.9,0.88,0.12,6.7,6.3,0.39,0.61
GHHF16_8,40125,02017100830000004907375027000000,0,Loss,FALSE,-8.334,-5.602,-2.7319999999999993,1.6260191984641243,0.2378429132452694,1.3881762852188548,glo,-10,-0.2,0.83,0.17,-7.5,-4.9,0.27,0.73
GHHF16_8,40125,51029940710000006202377077000000,0,Loss,FALSE,-8.152999999999999,-7.355,-0.7979999999999983,0.4669558444744301,0.05417743031951119,0.41277841415491895,glo,-9.4,-5.1,0.71,0.29,-7.7,-6.2,0.77,0.23
GHHF16_8,40125,08056830440000005803973061000000,1,Loss,FALSE,-4.1000000000000005,-6.715,2.6149999999999993,3.3804878048780482,0.07971332836932221,3.300774476508726,glo,-8.3,-0.8,0.44,0.56,-7.3,-5.8,0.61,0.39
GHHF16_8,40125,34022970780000006604992051000000,1,Loss,FALSE,-8.314,-7.925999999999999,-0.3880000000000008,0.8191970170796236,0.21313701741105215,0.6060599996685714,glo,-9.7,-3.4,0.78,0.22,-9.2,-6.6,0.51,0.49
GHHF16_8,40125,4208100000016019605300000027047,1,Mixed,FALSE,-1.9110000000000003,-3.0980000000000008,1.1870000000000005,9.866237048665619,1.6711413815364737,8.195095667129145,glo,2.7,-6,0.47,0.53,1.6,-4.2,0.19,0.81
GHHF16_8,40125,25024000000360762804800000067052,1,Mixed,FALSE,2.1400000000000006,2.136,0.004000000000000448,10.526355140186913,3.1774831460674156,7.348871994119498,glo,6.7,-2.8,0.52,0.48,3.6,-2.5,0.76,0.24
GHHF16_8,40125,28085000000830159704300000059057,0,Mixed,FALSE,-0.8079999999999994,-1.1349999999999998,0.3270000000000004,73.82120792079213,13.840770925110137,59.980436995682,glo,5.9,-9.7,0.57,0.43,8.3,-2.8,0.15,0.85
GHHF16_8,40125,2003000000310975403600000099064,1,Mixed,FALSE,4.392,2.947,1.4450000000000003,12.280131147540983,0.2568344078724131,12.02329673966857,glo,9.9,-5.4,0.64,0.36,3.1,-2,0.97,0.03
GHHF16_8,40125,37070000000803703900000019061,1,Mixed,FALSE,-1.571,-2.3499999999999996,0.7789999999999997,11.994945257797582,1.8095744680851076,10.185370789712474,glo,1.9,-7,0.61,0.39,0.8,-3.7,0.3,0.7
GHHF16_8,40125,61073000000250278203400000003066,1,Mixed,FALSE,-2.59,-3.7779999999999996,1.1879999999999997,6.259806949806951,3.8585272631021708,2.40127968670478,glo,0.3,-8.2,0.66,0.34,2.5,-6.1,0.27,0.73
GHHF16_8,40125,07033000000750672302600000077074,1,Mixed,FALSE,5.1000000000000005,4.7940000000000005,0.30600000000000005,3.7725490196078417,3.101118898623279,0.6714301209845628,glo,7.7,-2.3,0.74,0.26,7.5,-0.7,0.67,0.33
GHHF16_8,40126,0000001005805000000100756025,0,Gain,FALSE,9,9,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,glo,6,10,0.25,0.75,8,10,0.5,0.5
GHHF16_8,40126,0000000506480400000010534505,1,Gain,FALSE,2.2199999999999998,2.225,-0.0050000000000003375,1.9989189189189194,0.6744382022471911,1.3244807166717283,glo,4.8,0.5,0.4,0.6,3.45,1,0.5,0.5
GHHF16_8,40126,00000000022509800000016091001,1,Gain,FALSE,2.4400000000000004,2.45,-0.009999999999999787,2.602622950819671,0.049999999999999475,2.552622950819672,glo,10,1.6,0.1,0.9,2.5,0,0.98,0.02
GHHF16_8,40126,000000020810020000002309935001,0,Gain,FALSE,2.16,2.312,-0.1519999999999997,7.114074074074073,0.006166089965397753,7.1079079841086745,glo,10,0.2,0.2,0.8,3.5,2.3,0.01,0.99
GHHF16_8,40126,000000020877020000003208402,0,Gain,FALSE,1.7000000000000002,3.3600000000000003,-1.6600000000000001,5.294117647058824,0.030476190476190816,5.263641456582634,glo,7.7,0.2,0.2,0.8,4,3.2,0.2,0.8
GHHF16_8,40126,000000020677040000003206404,0,Gain,FALSE,3.2,3.52,-0.31999999999999984,4.218750000000001,0.043636363636363876,4.175113636363637,glo,7.7,0.2,0.4,0.6,4,3.2,0.4,0.6
GHHF16_8,40126,000000020277080000003202408,1,Gain,FALSE,6.2,3.8400000000000003,2.36,1.4516129032258076,0.02666666666666604,1.4249462365591417,glo,7.7,0.2,0.8,0.2,4,3.2,0.8,0.2
GHHF16_8,40126,000000090689040000003509351007,0,Gain,FALSE,4.1000000000000005,3.612,0.48800000000000043,3.7463414634146326,0.04613953488372084,3.7002019285309116,glo,8.9,0.9,0.4,0.6,5.1,3.5,0.07,0.93
GHHF16_8,40126,00000029012720880000006306167039,1,Gain,FALSE,6.684,6.4559999999999995,0.22800000000000065,0.2921220825852787,0.005895910780671121,0.2862261718046076,glo,7.2,2.9,0.88,0.12,6.7,6.3,0.39,0.61
GHHF16_8,40126,02017100830000004907375027000000,0,Loss,FALSE,-8.334,-5.602,-2.7319999999999993,1.6260191984641243,0.2378429132452694,1.3881762852188548,glo,-10,-0.2,0.83,0.17,-7.5,-4.9,0.27,0.73
GHHF16_8,40126,51029940710000006202377077000000,0,Loss,FALSE,-8.152999999999999,-7.355,-0.7979999999999983,0.4669558444744301,0.05417743031951119,0.41277841415491895,glo,-9.4,-5.1,0.71,0.29,-7.7,-6.2,0.77,0.23
GHHF16_8,40126,08056830440000005803973061000000,1,Loss,FALSE,-4.1000000000000005,-6.715,2.6149999999999993,3.3804878048780482,0.07971332836932221,3.300774476508726,glo,-8.3,-0.8,0.44,0.56,-7.3,-5.8,0.61,0.39
GHHF16_8,40126,34022970780000006604992051000000,0,Loss,FALSE,-8.314,-7.925999999999999,-0.3880000000000008,0.8191970170796236,0.21313701741105215,0.6060599996685714,glo,-9.7,-3.4,0.78,0.22,-9.2,-6.6,0.51,0.49
GHHF16_8,40126,4208100000016019605300000027047,0,Mixed,FALSE,-1.9110000000000003,-3.0980000000000008,1.1870000000000005,9.866237048665619,1.6711413815364737,8.195095667129145,glo,2.7,-6,0.47,0.53,1.6,-4.2,0.19,0.81
GHHF16_8,40126,25024000000360762804800000067052,0,Mixed,FALSE,2.1400000000000006,2.136,0.004000000000000448,10.526355140186913,3.1774831460674156,7.348871994119498,glo,6.7,-2.8,0.52,0.48,3.6,-2.5,0.76,0.24
GHHF16_8,40126,28085000000830159704300000059057,0,Mixed,FALSE,-0.8079999999999994,-1.1349999999999998,0.3270000000000004,73.82120792079213,13.840770925110137,59.980436995682,glo,5.9,-9.7,0.57,0.43,8.3,-2.8,0.15,0.85
GHHF16_8,40126,2003000000310975403600000099064,0,Mixed,FALSE,4.392,2.947,1.4450000000000003,12.280131147540983,0.2568344078724131,12.02329673966857,glo,9.9,-5.4,0.64,0.36,3.1,-2,0.97,0.03
GHHF16_8,40126,37070000000803703900000019061,0,Mixed,FALSE,-1.571,-2.3499999999999996,0.7789999999999997,11.994945257797582,1.8095744680851076,10.185370789712474,glo,1.9,-7,0.61,0.39,0.8,-3.7,0.3,0.7
GHHF16_8,40126,61073000000250278203400000003066,1,Mixed,FALSE,-2.59,-3.7779999999999996,1.1879999999999997,6.259806949806951,3.8585272631021708,2.40127968670478,glo,0.3,-8.2,0.66,0.34,2.5,-6.1,0.27,0.73
GHHF16_8,40126,07033000000750672302600000077074,0,Mixed,FALSE,5.1000000000000005,4.7940000000000005,0.30600000000000005,3.7725490196078417,3.101118898623279,0.6714301209845628,glo,7.7,-2.3,0.74,0.26,7.5,-0.7,0.67,0.33
GHHF16_8,40131,0000001005805000000100756025,0,Gain,FALSE,9,9,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,glo,6,10,0.25,0.75,8,10,0.5,0.5
GHHF16_8,40131,0000000506480400000010534505,0,Gain,FALSE,2.2199999999999998,2.225,-0.0050000000000003375,1.9989189189189194,0.6744382022471911,1.3244807166717283,glo,4.8,0.5,0.4,0.6,3.45,1,0.5,0.5
GHHF16_8,40131,00000000022509800000016091001,1,Gain,FALSE,2.4400000000000004,2.45,-0.009999999999999787,2.602622950819671,0.049999999999999475,2.552622950819672,glo,10,1.6,0.1,0.9,2.5,0,0.98,0.02
GHHF16_8,40131,000000020810020000002309935001,0,Gain,FALSE,2.16,2.312,-0.1519999999999997,7.114074074074073,0.006166089965397753,7.1079079841086745,glo,10,0.2,0.2,0.8,3.5,2.3,0.01,0.99
GHHF16_8,40131,000000020877020000003208402,0,Gain,FALSE,1.7000000000000002,3.3600000000000003,-1.6600000000000001,5.294117647058824,0.030476190476190816,5.263641456582634,glo,7.7,0.2,0.2,0.8,4,3.2,0.2,0.8
GHHF16_8,40131,000000020677040000003206404,0,Gain,FALSE,3.2,3.52,-0.31999999999999984,4.218750000000001,0.043636363636363876,4.175113636363637,glo,7.7,0.2,0.4,0.6,4,3.2,0.4,0.6
GHHF16_8,40131,000000020277080000003202408,0,Gain,FALSE,6.2,3.8400000000000003,2.36,1.4516129032258076,0.02666666666666604,1.4249462365591417,glo,7.7,0.2,0.8,0.2,4,3.2,0.8,0.2
GHHF16_8,40131,000000090689040000003509351007,0,Gain,FALSE,4.1000000000000005,3.612,0.48800000000000043,3.7463414634146326,0.04613953488372084,3.7002019285309116,glo,8.9,0.9,0.4,0.6,5.1,3.5,0.07,0.93
GHHF16_8,40131,00000029012720880000006306167039,0,Gain,FALSE,6.684,6.4559999999999995,0.22800000000000065,0.2921220825852787,0.005895910780671121,0.2862261718046076,glo,7.2,2.9,0.88,0.12,6.7,6.3,0.39,0.61
GHHF16_8,40131,02017100830000004907375027000000,0,Loss,FALSE,-8.334,-5.602,-2.7319999999999993,1.6260191984641243,0.2378429132452694,1.3881762852188548,glo,-10,-0.2,0.83,0.17,-7.5,-4.9,0.27,0.73
GHHF16_8,40131,51029940710000006202377077000000,0,Loss,FALSE,-8.152999999999999,-7.355,-0.7979999999999983,0.4669558444744301,0.05417743031951119,0.41277841415491895,glo,-9.4,-5.1,0.71,0.29,-7.7,-6.2,0.77,0.23
GHHF16_8,40131,08056830440000005803973061000000,1,Loss,FALSE,-4.1000000000000005,-6.715,2.6149999999999993,3.3804878048780482,0.07971332836932221,3.300774476508726,glo,-8.3,-0.8,0.44,0.56,-7.3,-5.8,0.61,0.39
GHHF16_8,40131,34022970780000006604992051000000,0,Loss,FALSE,-8.314,-7.925999999999999,-0.3880000000000008,0.8191970170796236,0.21313701741105215,0.6060599996685714,glo,-9.7,-3.4,0.78,0.22,-9.2,-6.6,0.51,0.49
GHHF16_8,40131,4208100000016019605300000027047,1,Mixed,FALSE,-1.9110000000000003,-3.0980000000000008,1.1870000000000005,9.866237048665619,1.6711413815364737,8.195095667129145,glo,2.7,-6,0.47,0.53,1.6,-4.2,0.19,0.81
GHHF16_8,40131,25024000000360762804800000067052,1,Mixed,FALSE,2.1400000000000006,2.136,0.004000000000000448,10.526355140186913,3.1774831460674156,7.348871994119498,glo,6.7,-2.8,0.52,0.48,3.6,-2.5,0.76,0.24
GHHF16_8,40131,28085000000830159704300000059057,0,Mixed,FALSE,-0.8079999999999994,-1.1349999999999998,0.3270000000000004,73.82120792079213,13.840770925110137,59.980436995682,glo,5.9,-9.7,0.57,0.43,8.3,-2.8,0.15,0.85
GHHF16_8,40131,2003000000310975403600000099064,0,Mixed,FALSE,4.392,2.947,1.4450000000000003,12.280131147540983,0.2568344078724131,12.02329673966857,glo,9.9,-5.4,0.64,0.36,3.1,-2,0.97,0.03
GHHF16_8,40131,37070000000803703900000019061,1,Mixed,FALSE,-1.571,-2.3499999999999996,0.7789999999999997,11.994945257797582,1.8095744680851076,10.185370789712474,glo,1.9,-7,0.61,0.39,0.8,-3.7,0.3,0.7
GHHF16_8,40131,61073000000250278203400000003066,0,Mixed,FALSE,-2.59,-3.7779999999999996,1.1879999999999997,6.259806949806951,3.8585272631021708,2.40127968670478,glo,0.3,-8.2,0.66,0.34,2.5,-6.1,0.27,0.73
GHHF16_8,40131,07033000000750672302600000077074,1,Mixed,FALSE,5.1000000000000005,4.7940000000000005,0.30600000000000005,3.7725490196078417,3.101118898623279,0.6714301209845628,glo,7.7,-2.3,0.74,0.26,7.5,-0.7,0.67,0.33
GHHF16_8,40132,0000001005805000000100756025,0,Gain,FALSE,9,9,0,0.3333333333333333,0.1111111111111111,0.2222222222222222,glo,6,10,0.25,0.75,8,10,0.5,0.5
GHHF16_8,40132,0000000506480400000010534505,0,Gain,FALSE,2.2199999999999998,2.225,-0.0050000000000003375,1.9989189189189194,0.6744382022471911,1.3244807166717283,glo,4.8,0.5,0.4,0.6,3.45,1,0.5,0.5
GHHF16_8,40132,00000000022509800000016091001,1,Gain,FALSE,2.4400000000000004,2.45,-0.009999999999999787,2.602622950819671,0.049999999999999475,2.552622950819672,glo,10,1.6,0.1,0.9,2.5,0,0.98,0.02
GHHF16_8,40132,000000020810020000002309935001,1,Gain,FALSE,2.16,2.312,-0.1519999999999997,7.114074074074073,0.006166089965397753,7.1079079841086745,glo,10,0.2,0.2,0.8,3.5,2.3,0.01,0.99
GHHF16_8,40132,000000020877020000003208402,0,Gain,FALSE,1.7000000000000002,3.3600000000000003,-1.6600000000000001,5.294117647058824,0.030476190476190816,5.263641456582634,glo,7.7,0.2,0.2,0.8,4,3.2,0.2,0.8
GHHF16_8,40132,000000020677040000003206404,0,Gain,FALSE,3.2,3.52,-0.31999999999999984,4.218750000000001,0.043636363636363876,4.175113636363637,glo,7.7,0.2,0.4,0.6,4,3.2,0.4,0.6
GHHF16_8,40132,000000020277080000003202408,1,Gain,FALSE,6.2,3.8400000000000003,2.36,1.4516129032258076,0.02666666666666604,1.4249462365591417,glo,7.7,0.2,0.8,0.2,4,3.2,0.8,0.2
GHHF16_8,40132,000000090689040000003509351007,0,Gain,FALSE,4.1000000000000005,3.612,0.48800000000000043,3.7463414634146326,0.04613953488372084,3.7002019285309116,glo,8.9,0.9,0.4,0.6,5.1,3.5,0.07,0.93
GHHF16_8,40132,00000029012720880000006306167039,0,Gain,FALSE,6.684,6.4559999999999995,0.22800000000000065,0.2921220825852787,0.005895910780671121,0.2862261718046076,glo,7.2,2.9,0.88,0.12,6.7,6.3,0.39,0.61
GHHF16_8,40132,02017100830000004907375027000000,0,Loss,FALSE,-8.334,-5.602,-2.7319999999999993,1.6260191984641243,0.2378429132452694,1.3881762852188548,glo,-10,-0.2,0.83,0.17,-7.5,-4.9,0.27,0.73
GHHF16_8,40132,51029940710000006202377077000000,0,Loss,FALSE,-8.152999999999999,-7.355,-0.7979999999999983,0.4669558444744301,0.05417743031951119,0.41277841415491895,glo,-9.4,-5.1,0.71,0.29,-7.7,-6.2,0.77,0.23
GHHF16_8,40132,08056830440000005803973061000000,1,Loss,FALSE,-4.1000000000000005,-6.715,2.6149999999999993,3.3804878048780482,0.07971332836932221,3.300774476508726,glo,-8.3,-0.8,0.44,0.56,-7.3,-5.8,0.61,0.39
GHHF16_8,40132,34022970780000006604992051000000,0,Loss,FALSE,-8.314,-7.925999999999999,-0.3880000000000008,0.8191970170796236,0.21313701741105215,0.6060599996685714,glo,-9.7,-3.4,0.78,0.22,-9.2,-6.6,0.51,0.49
GHHF16_8,40132,4208100000016019605300000027047,1,Mixed,FALSE,-1.9110000000000003,-3.0980000000000008,1.1870000000000005,9.866237048665619,1.6711413815364737,8.195095667129145,glo,2.7,-6,0.47,0.53,1.6,-4.2,0.19,0.81
GHHF16_8,40132,25024000000360762804800000067052,1,Mixed,FALSE,2.1400000000000006,2.136,0.004000000000000448,10.526355140186913,3.1774831460674156,7.348871994119498,glo,6.7,-2.8,0.52,0.48,3.6,-2.5,0.76,0.24
GHHF16_8,40132,28085000000830159704300000059057,0,Mixed,FALSE,-0.8079999999999994,-1.1349999999999998,0.3270000000000004,73.82120792079213,13.840770925110137,59.980436995682,glo,5.9,-9.7,0.57,0.43,8.3,-2.8,0.15,0.85
